review,sentiment
"This movie came aside as a shock in the eighties.Far from trends,that is to say in the heart of sincere creativity,Babettes gaestebud stands as one of the finest movies of its time.Stephane Audran,the wonderful actress of her ex-husband Claude Chabrol's greatest achievements (le boucher,la rupture,les noces rouges,all unqualified musts for movie buffs)gave a lifetime performance.To see her prepare with love and affection her meal is a feast for the eyes.All the people who saw this masterpiece actually tasted,ate Babette's culinary triumph. But the most moving part of the story is its conclusion:Babette was a great French chef,she was famous,now she found a new homeland but her heyday is behind her and she won't never be allowed to come back to her dear France.So the two old sisters do comfort her:In heaven,there will be huge kitchens where she cooks for eternity.While sharing her fortune with her new friends,Babette changed their life,she gave them pleasure and a magic evening they would remember forever.In this simple but extraordinary screenplay,human warmth is everywhere,and I wish everybody a Babette's feast,would it be only for one starry night...",positive
"Spoilers ahead, but does it really matter? Have you ever read a movie review composed entirely of questions? Could this be it? Why did an ancient civilization bury artifacts all over the world? Why is this question never answered? Why was the opening text crawl incoherent? Why would a nun (she sure seemed nice!) hand over 20 orphans to a madman? Has there always been a gold mine in downtown Vancouver? Why does one of the gold mine's shafts exit in the front yard of an orphanage? Why does Tara Reid's character suddenly show up at Christian Slater's apartment for sex? (Or did I just answer my own question?) Why would even a non-archaeologist bang open an obviously valuable solid gold chest with a sledgehammer? Why would modern computers still display green pre-Tron-era grid outlines of objects, complete with little ""bleeps""? And must all movie explosive timers have digital displays? Why doesn't ANYTHING in this movie make any sense?",negative
"Hitchcock displays his already developed understanding for visuals in this early silent film. The plot of the film, involving two boxers fighting over a girl, is straight-forward drama without much to recommend it. Hitchcock's talent, though, is found in his stunning use of images. Nearly every shot is filled with visual symbols. Especially memorable is the jewelry that one boxer gives the girl just before she marries the other boxer. He slides it up her arm in a clearly sexual way and with one simple movement Hitch has shown us all we need to know. The boxing scenes are handled well with some interesting point-of-view shots that again prove how far ahead of his time Hitchcock was. The film also gives insight into his later treatment of women. The object of the boxers' desires is driven by money and lust, not reason or love. The only other women in the film are either beautiful party girls who make open offers of sex or old crones who help to destroy happy relationships. All in all, the Ring is a must for anyone interested in Hitchcock's early work and his development as a visual storyteller.",positive
"When this movie was made in 1980, I was a teenager in the football stands playing as part of the audience. This was done at Mooseheart, Illinois. The big letters spelling out ""MOOSEHEART"" at the top of the stands were covered up with a banner in the movie. The director would tell us to cheer loudly at certain points, as if a touchdown was being made. St. Charles juvenile correction center is a real place less than 30 miles from Mooseheart, although I think it may have closed down recently. During one scene, they show a black woman and a white man in the audience watching the game. Right below them, you can see my sister Noel's head (she was 11 at the time). In the VHS version, I can only see the top of her head, but when I saw it on TV in 1981 I could see her whole head and my sister Jacqui as well.<br /><br />I thought the movie itself was OK for a made for TV movie. Since there's already a description of the movie here, I need not repeat it. It's worth seeing at least once.",negative
"I had the opportunity to see this film debut at the Appalachian Film Festival, in which it won an award for Best Picture. This film is brilliantly done, with an excellent cast that works well as an ensemble. My favorite performances were from Youssef Kerkour, Justin Lane , and Adam Jones. Also, there are some great effects with dragonflies and cockroaches, that I was surprised to find out that this film was done on a small budget. The writer-director Adam Jones, who I believe also won an award for his writing, does an excellent job with direction. The audience loved this movie. Cross Eyed will keep you laughing throughout the movie. Definitely a must see.",positive
"Up until the last 20 minutes, I was thinking that this is possibly Jackie Chan's worst movie (excluding his pre-1978 work, which I am not familiar with). The final fight sequence changed all that: it is long and good and intense - indeed, one of the highlights of Chan's career. But to get to it, you have to sit through a lot of ""comedy"" that might amuse five-year-olds (oh, look! someone threw a tomato at that guy's face) and endless ""football"" scenes. Not to mention the dubbing (which includes the line ""How can I turn it off? It's not a tap"" - watch to find out what it refers to). ""Dragon Lord"" is worth renting for the final fight alone, but the rest of the movie is only for Jackie collectors, and even then only for those who've already seen at least 15 of his other movies. (**)",negative
"Despite having an absolutely horrid script (more about that later), this film is still vaguely watchable just because it stars two excellent actors, Barbara Stanwyck and Henry Fonda. Aside from one or two REAL stinkers, I'd probably watch just about anything with them in the film, as I am a huge fan of Hollywood's golden age of the 1930s and 40s. However, no matter how much I love their films, I just can't recommend this film.<br /><br />The movie begins with Fonda and Stanwyck on vacation at some ski resort. The two haven't yet met, but the film begins loudly and obnoxiously with a scene in which Fonda horribly yodels while skiing. It was done so unsubtly and made my teeth grind but I stuck it out--especially when Fonda fell into a snow bank and this stopped the yodeling!! In hindsight, perhaps I should have just turned it off then! Fonda is knocked out in the fall and Barbara goes for help. Back at the ski lodge, he seems okay but fortunately she is ALSO a doctor and has him x-rayed and nurses him back to health. He, in turn, becomes infatuated with her and proposes to her. Despite hardly knowing each other, they marry and so far the film seems like a sweet but very slight romantic comedy.<br /><br />Once home, however, all isn't rosy as she jumps right back into her job as a family doctor and he begins exhibiting signs that he is a controlling and potentially dangerous man due to his jealousy. The film plays it all for laughs, but frankly Fonda's behaviors were really creepy--spying on her and her male patients, attacking or threatening ANY man she treats, tripping a patient who already has a back injury and stomping into a surprise party and insisting that everyone there (men and women) are out to steal away his wife. He comes off as a combination of a sociopath and paranoid schizophrenic, but it's all supposed to be for laughs. Considering that he seems like a dangerous nut, you would think that Stanwyck would file for an annulment along with a restraining order! But, oddly, she gets mad but just can't stay mad at Fonda because he's so........? I can't think of the right word--'creepy' is all that comes to mind!!! Later, out of the blue, multi-millionaire Fonda gets a job working the counter at a department store. Then, through magical thinking, he and Babs seem to assume his hostility and violent jealousy is all a thing of the past--so a job apparently cures anger and suspicions. When this job falls through, the film ends with Fonda buying his own hospital, giving Barbara a job there and they live happily ever after. They don't go any further with the story, but I assume based on Fonda's character that he then spent most of his time as hospital administrator beating up all the male patients.<br /><br />The first portion at the ski lodge and the next did NOT fit well together, nor did the final ""Horatio Alger"" inspired section where the rich boy made good in the business world. They were like three separate plots but despite this, the most serious problem with the film was its seeming to excuse away domestic violence and delusional jealousy! What a creepy little film! Thank goodness neither Fonda nor Stanwyck are known for this yechy film but for all their other lovely films.",negative
"Strictly a routine, by-the-numbers western (directed by genre-mainstay Andrew V. McLaglen, so is that any wonder?). Army colonel Brian Keith spars with smarmy bandit Dean Martin, who has just kidnapped the colonel's wife (Honor Blackman, who never found her niche after playing Pussy Galore in ""Goldfinger""). Fist-fights, shoot-outs, stagecoach robberies and Denver Pyle in a supporting role...in other words, absolutely nothing new or original. Talking in a low monotone throughout, Keith gets to dally with a prostitute (something of a shock after his run on TV's ""Family Affair""), but otherwise this low-rent material wastes Keith's amiable talents. It's also bad news for Dino, who doesn't seem to notice or care. Hack direction, poor writing and several unfunny attempts at lowball humor. * from ****",negative
"First of all I hate those moronic rappers, who could'nt act if they had a gun pressed against their foreheads. All they do is curse and shoot each other and acting like cliché'e version of gangsters.<br /><br />The movie doesn't take more than five minutes to explain what is going on before we're already at the warehouse There is not a single sympathetic character in this movie, except for the homeless guy, who is also the only one with half a brain.<br /><br />Bill Paxton and William Sadler are both hill billies and Sadlers character is just as much a villain as the gangsters. I did'nt like him right from the start.<br /><br />The movie is filled with pointless violence and Walter Hills specialty: people falling through windows with glass flying everywhere. There is pretty much no plot and it is a big problem when you root for no-one. Everybody dies, except from Paxton and the homeless guy and everybody get what they deserve.<br /><br />The only two black people that can act is the homeless guy and the junkie but they're actors by profession, not annoying ugly brain dead rappers.<br /><br />Stay away from this crap and watch 48 hours 1 and 2 instead. At lest they have characters you care about, a sense of humor and nothing but real actors in the cast.",negative
"If you wondered whether Disney could broadcast a show with a character more spoiled than Paris, more shallow than Britney, more vapid than Jessica and more narcissistic than THE GIRLS NEXT DOOR, wonder no more. The amazing thing is Selena Gomez is, apparently, supposed to be the heroine. She's also supposed to be an outcast from the spoiled, shallow, vapid, narcissistic ""popular"" girls at school, which is no more believable here than it was for Hilary Duff in LIZZIE McGUIRE. Plots range from recycled BEWITCHED & I DREAM OF JEANNIE to ""parodies"" of HARRY POTTER. The older boy alternates between being a magical genius and being unable to master the complexities of his own shoelaces. The younger boy is just another of the smart-mouth ""wisecracking"" brats who have multiplied on TV like cockroaches in New York (and with the same appeal). The dad is the stereotypical dumb TV dad, and the mom... well, she's not totally awful. But all pales beside the hideous, loathsome, and yet horribly fascinating (like a bad car accident) spectacle of Ms. Lopez' smug, self-satisfied, snotty performance . And, again, she's the HEROINE.",negative
"This is by far the funniest short made by the two comic geniuses. From the time they walk in, to the time Hardy just falls off the roof, this keeps me laughing hysterically. I highly suggest that every fan of Laurel and Hardy should see this short. I also recommend all of the Ghost Series. If you are looking for laughs, see this movie and you will be happy.",positive
"<br /><br />This movie is best enjoyed amidst a large audience with the giggle-fits.<br /><br />Very frequently the characters in KADOSH are seen staring ahead intensely at nothing. Very intense unhappy faces, very pensive, very serious. During these moments there is very serious sounding music just to make doublely sure the viewer realizes that the scene being watched is not about fun and games.<br /><br />The more entertaining portions of this film come in between the many pensive stares. We learn that the women of the KADOSH community have two duties. One is to breed as many male babies as possible for their husbands. The second is to stay employed so to free their husbands from having to work. What do these men do with their ample free time? They pray. And we learn that at home they pray out loud, ""I give you thanks for not creating me as a woman."" And at their place of worship they pray to give thanks for possessing functioning male genitalia.<br /><br />Along with the praying there are many scenes of frenzied antics, screaming, and endless head bobbing and bodies rocking back and fourth, and mixed in with everything are many intricate and bizarre (or simple but just as odd) ritualistic activities.<br /><br />The cream of the unintentional comedy comes from the sex. The imagery of an hot and bothered man actively exchanging body fluids with his wife in bed while attempting to keep his beanie from falling off his scalp is unforgettable!<br /><br />Every sex scene is funny, but one that stands out is when a husband rubs his face against his beautiful wife's (Yaël Abecassis) feet. Oh yes, we are finally entering the land of sensuality... but NO! The feet rubbing stops before anything happens and the husband begins his autistic looking head bobbing and body rocking until the scene ends!<br /><br />There are three attractive females in near states of undress, however KADOSH contains absolutely no nudity. Technically, there is some interesting imagery and pleasing uses of light and colors by the director.<br /><br />For a more believable, educational and entertaining treatment of the plight of being an unclean female unworthy of holding a book in a world where respect is measured by the speed by which a man can cite a phrase from ancient writings, I suggest Barbra Streisand's YENTL.<br /><br />",negative
"I saw this (video 2000) years ago and would love to see it on DVD. A good film, but I would have loved it even more if it had included the legacy of The Beatles and The Hollies etc.<br /><br />I also don't know exactly how true the story is - were some changes made to dramatize the story? <br /><br />I was only 3 when Buddy crashed, and didn't wake up to his music until the late 70's. Much later I found out our family moved into our new house on - yes, February 3rd, 1959.<br /><br />Well ehelhell little things you say and do... His songs will always be remembered - always...",positive
"I love the Jurassic Park movies, they are three of my all time favorite movies.<br /><br />And I hate this game, if there was one game I wish I never own for the Super Nintendo was this one.<br /><br />How can a game based on a classic movie be just too awful? And to make it worst, I was scare of this game when I was a kid.<br /><br />How dumb was that but then again I was a kid when this game was first out.<br /><br />The game play in this game is just odd. One minute it's a action game and then it's a shooter. What in the world is wrong with making up your mind when making a video game.<br /><br />The Sound in the game is just terrible to listen.<br /><br />The music is just too sick to listen to.<br /><br />The Controllers in the game don't work most of the time.<br /><br />Jurassic Park the game is just a waste of time and money and won't be a classic.<br /><br />Avoid at all cost",negative
"""Watch the Skies"" (2005 - 60 minutes) is an excellent documentary about movies of Science Fiction. It was produced and directed by the critic Richard Schickel, author of more than 20 books on this theme. Mark Hamill is the documentary narrator. Schickel joins directors as Steven Spielberg, James Cameron, George Lucas and Ridley Scott to carry through a trip in time and space to show some of the most memorable science fiction movies of the fifties and also some more recent classics. The documentary shows six different approaches: The paranoia of the atomic war; The fantastic trips to the Moon; The enigmatic planet Mars; Good and evil aliens; The after-apocalyptic world; and The humanity future. It presents comments and scenes of the following classics: The Flying Saucers, Rocketship XM, Destination Moon, The Space Children, The Beast from 20,000 Fathoms, Godzilla: King of the Monsters, The Incredible Shrinking Man, Attack of the Killer Tomatoes, A Trip to the Moon, The Angry Red Planet, Forbidden Planet, The Thing From Another World, Earth vs. The Flying Saucers, I Married a Monster from Outer Space, Invasion of the Body Snatchers, The Blob, The War of the Worlds, The Day the Earth Stood Still, ET: The Extra Terrestrial, The Omega Man, The Planet of the Apes, The Terminator, 2001: A Space Odyssey, Things To Come and Metropolis. Highly recommended to Science Fiction fans!",positive
"Very strange. But meant to be. This director is his own man. Even through there are strains if Polanski, Bergman, and Kafka at least in the episode no 6, the peeping tom one. What made it all so strange, and reminiscent of the above three artists, was that it went all over the place, you never knew where it was headed, and could have ended anyplace, and finally when it did end, could have kept going. The ending is hardly a finality, nobody could tell you what these two characters would be doing in even the next frame. One other thing should be said about the director: No wonder Kubrick found him fascinating. There is a lot of Eyes Wide Shut in this episode somehow, in the direct approach to character, the realistic fantasy elements of both. A Kubrick placement of the camera without any of the stark effects, much more washed out, and hurried, not as fussed over. That said, back to the beginning, still this guy has his own things to say and says them well. Yet, for some reason, there is not a single scene I ever want to see again. But definitely did not feel ripped off in the least watching it one time around. But I did keep getting the feeling of three or four other directors ghosts moving through the parade, blurring everything. The caveat being that it was only episode six: the other nine might give me entirely different takes. But since this episode revolved around peeping, looking, the absolute domain of film, I will say this, he took none of the usual routes, definitely went his own way while carrying the baggage of a lot of good directors behind him.",negative
"Out of boredom and vast curiosity, I decided to check this show out today since my four year old niece loves it. I should have known that it was a show that only a four year old could like. The show was pretty bad.<br /><br />First of all, the show just wasn't funny. The laugh track went off at the most inappropriate times which was very annoying, especially since none of the jokes were funny. The laugh track went off at some point when the one kid who's the cameraman said ""I'm going to go polish my lense"". How the hell is that funny? The parts in it (like meat drumming) that were supposed to be funny was just stupid to anyone who's over the age of eleven.<br /><br />Now, I have a feeling that four year olds are not the target audience. However, since I have a four year old niece who watches it, this sort of thing concerned me while I was watching it: It doesn't show very good behavior. In the episode I was watching, it shows Sam stealing Carly's sandwich and pushing her down to the ground, just so Carly can stand up and do the same thing back to her. I would not want to see my niece acting that rude. I also don't like the idea of two young girls having a web show where they give out personal information... If this was real, there would be freaks all over her.<br /><br />This show would probably be good and funny to someone who's eleven or younger, but anyone older than that, just stay away from it. I'll give this two stars since I guess I can see how it can be funny to a kid.",negative
"'Crossing the Bridge: The Sound of Istanbul' is one of the best music documentaries that I have seen lately and is more than a film about music. It is also a musical love declaration about a fabulous city, one of the greatest city in Europe and the world, one of the most important cities for Europe history and for Islam, the city that may bridge in the future Europe and the Middle East or may signify once again, as is already happened in history the precipice between two worlds.<br /><br />Then there is the music. The interesting approach that the film takes with regard to music is that it starts from modern music, and we hear a lot of (good) rock and rap in the first third of the film. An then, like a backwards move in time the soundtrack takes us to the roots, to Turkish traditional music, to commercial romances, and to the exotic instruments that are basic elements in the landscape of Turkish music. In such a complex and conflict ridden country as Turkey is the film does not avoid some of the political aspects, like censorship introduced by the military rule in the 80s or the relevance of the songs of the minorities especially the Kurdish one. One of the best musical moments is actually provided by a Kurdish singer with a fantastic voice singing in a cathedral-shaped hamam (Turkish bath).<br /><br />One gets to love the city and its music by the end of the viewing and hearing of this film. I have never been to Istanbul but after having seen this film I am sure that I want to visit this place soon.",positive
"This is a wonderful movie about the struggle of the Mormons and their final settlement in Salt Lake, Utah. The beginning and the ending are especially powerful, and the message is one we all have to be reminded of - God doesn't talk, but he communicates, if we would only listen. As I am writing this in the midst of the horrors going on in New Orleans and the surrounding area due to Katrina, I was especially moved by the Mormons having to leave everything behind and move on after Joseph Smith was assassinated. People came to this country to escape religious persecution, and yet they could not. The struggle of the Mormons to cross the country, the cost in lives, the hardship they suffered was truly awe-inspiring, demonstrating their tremendous strength. As far as the actual beliefs of Mormons, this is not heavily gone into, and polygamy is mentioned but is not a centerpiece of the film at all.<br /><br />The cast is top-notch, though others who have commented know more about the actual characters and can talk about how true the portrayals were. But as actors, Dean Jagger, Mary Astor, Brian Donlevy, John Carradine, Jane Darwell all do excellently with the script they were given.<br /><br />Though the film could have easily stood on its own (and certainly does today) Tyrone Power and Linda Darnell were added to the cast to get the crowds into the movie theaters to see a film about the Mormons. Power is magnificently handsome as a young Mormon, and Darnell, as Zina, is not a Mormon but stays on with the family after her father is killed. Power does not have much to do until the end of the film, when he has a big scene, and Darnell (still a teenager at the time of the filming) has even less, though they make a lovely couple. Their fate is left unclear regarding her conversion, and one does wonder about the polygamy in their case. You can't beat either one for eye candy, however.",positive
"Guys and Dolls is a movie itching for a remake. It was made forty-eight years ago. Its two main stars are either dead or 409 pounds. Although a remake, with big stars now, would be box-office success, it would not be able to capture the magic that went into this version. Its boundless energy can't be recaptured, nor can the pure joy you get when watching something like this: a huge, widescreen, big entertainment movie.<br /><br />Marlon Brando (who last clocked in at 409 lbs. last time I heard) plays Sky Masterson, one of the biggest gamblers in New York. Frank Sinatra is Nathan Detroit, whose as-often-as-he-can-find-a-speakeasy-for-it crap game is city-wide famous. However, when the one place he has left to hold it is charging $1,000, Detroit needs the money fast. He bets Masterson $1,000 that he can't take missionary Sarah Brown (Jean Simmons) to Havana with him the next day.<br /><br />Guys and Dolls is basically nothing more than unsavory types singing and dancing, which usually, as it does here, add up to fun. It's obvious to see how this was a Broadway musical: there weren't that many sets, and the scenes were long. If I was to complain about one thing, it's how uneven the songs were. At times, there were two songs in a scene; other times, thirty minutes went by without one. Guys and Dolls is never boring, just a great time.<br /><br />My rating: 8/10<br /><br />Not Rated.",positive
"Dear God! I kept waiting for this movie to ""get started""... then I waited for it to redeem itself... and when it did neither, I just sat there, dumbfounded that: 1) it could possibly be this bad, and 2) that I had just wasted a couple of hours on just sheer stupidity. I had faith that Drew couldn't possibly have made this bad of a movie... and boy, did I ever lose my faith! Don't bother with this one! Drew tried, but the movie was poorly written, poorly acted, and just poorly conceived! I can't believe a script this bad ever got funded! It had a million chances to actually do something with the idea, (the word ""concept"" is too big for this movie to even qualify for!) and it STILL didn't go anyplace! Its just pitiful! Where the other reviewer got the idea that it wasn't the worst, baffles me! Because believe me, if it got any worse I'd have slit my wrists before finishing it!",negative
"I for one was actually expecting this movie to be pretty good, maybe my expectations were a bit to high, but the fact is I love Judd Nelson. In fact he is the only reason this movie is worth watching and really his role isn't all that great. The main highlights of this film are raunchy sex scenes and boring dialog. If those are the highlights I'm sure your getting a pretty good idea of what kind of film this is. There is definitely a reason this was a made for television film. Only see this one if you have nothing better to do on a Friday night or just like to waste money on video rentals. Save your time and rent The Breakfast Club!",negative
"It's a bit unnerving when a studio declines to screen a film for the press before it goes into wide release. That many movies suck is no surprise, but when a studio itself admits as much ahead of time, the process of movie-going becomes a passion play of sorts. Consider it an early Christmas gift from Hollywood, then, that ""Aeon Flux"" isn't nearly the affront to taste and decency one might expect, given the above. Though ultimately overwhelmed by its flaws, it at least has (sort of) an idea with which to toy around. Too bad director Karyn Kusama seems to have little clue how to execute it all.<br /><br />It's the future. There's been a plague. There is a dictatorship, and there are rebels. The latter are known as the Monicans, and far from being a cult of beret or tennis racket worshipers, they're into attempts to overthrow the former, called the Goodchild regime. The regime is occasionally mean to the citizenry, which is more than Aeon Flux (Charlize Theron) and her pals can stand. Through some sort of biochemical virtual reality technology, the Monicans receive orders from their dear leader (Frances McDormand), a mystical priestess-type who appears to have been cross-bred with a carrot. It falls to Aeon to strap on some form-fitting, futuristic spandex get-ups to carry out the High Carrot's orders, which are of course some version of ""destroy the regime."" Having years earlier watched her sister get liquidated by the Goodchilds, she needs little convincing.<br /><br />Not surprisingly, things get complicated. The Goodchilds might not be quite what they seem, and Aeon herself might have an unexpected history with them. Though occasionally muddled, the film's central conceit (of which I won't reveal more) contains some neat notions about the nature of human existence and survival. There's room for much more examination of which the film doesn't take advantage, but the ideas are there, at least. The big problems of ""Aeon Flux"" are technical. Kusama has made the baffling decision to film nearly all the action so close that we can rarely follow what's going on. To make matters worse, it's edited in a flurry of jump cuts that leave us completely lost. The result is some serious spacial disorientation that takes over the film. ""Aeon Flux""'s aesthetic is one of sleek costume, oddly-angled architecture, and nimble characters. Much of the action occurs in minimalist, open spaces that beg for some unbroken long shots that might convey the grace and athleticism implied by the above. Instead, we get split seconds of flying limbs, breaking glass, and accompanying sound effects.<br /><br />There is a pretty good movie trying to get out of the morass of ""Aeon Flux."" Put this stuff in the hands of the Wachowski brothers, say, and the results could be quite different. As it is, though, I felt like ""Aeon Flux"" was willfully pushing me away from a movie I wanted to enjoy. This film is unattuned to its own strengths. Like a novice poker player dealt a royal flush, it somehow finds a way to lose in spite of its potential.",negative
"How this movie got made with a supposedly $70 million budget and without being completely retooled is beyond me. The storyline and dialogue are beyond amateurish. Characters say things no real person would ever say and almost never react to things that were said before. No one seems to be grounded in the real world. The acting of the leads is fine given that the writing is such a dud...but several actors in supporting roles really drag the production down. The hero's hair probably should've gotten its own credit, it was so oddly attention- grabbing...not to mention that it gave one of the better performances in the pic. Finally, for a movie about L.A. being besieged by giant reptiles, this film is shockingly boring. What a shame! If you do see this, your mind will be constantly racing, thinking up ways that you could have taken the SFX scenes and built a far better movie around them. Sadly, it wouldn't have taken much.",negative
"I did here this movie was good from various people. Plus I do like Natalie Portman and Javier Bardem as well as the director Milos Forman. Yet after watching this movie I really had nothing to admire about it.<br /><br />First off the acting was very much below average. The performances were just not powerful enough to really feel shocked by what the inquisition did. Javier Bardem did give a solid performance and was probably the only one who actually had as Spanish accent. It is pretty obvious why this Bardem was the only one. Natalie Portman, who I think is a very good up and coming actress did not really make me feel sorry for her being tortured. Like the movie there was nothing to admire about her performance. Stellan Skarsgaard who I do like gave a very average performance, like the other actors giving a boring performance. This movie was essentially about him since he plays Goya. Yet he did not become what he needed to be to make this movie good. What about Randy Quaid? You have just got to be kidding me. Him playing King Carlos IV. Look he is great in comedies but him playing a King that just describes the whole movie for you.<br /><br />The directing was just horrible in this movie. When a movie is a mess there are usually two people to blame for that: the director and the writer. I get the feeling that Milos Forman really didn't want his actors to put a Spanish accent on. From the very few battle scenes in here they were all displayed horribly. Also as a director he needs to give you the feeling of shock of what the inquisition did. After this movie I felt like I could careless about the event. To sum it all up he poorly shot the scenes and misguided the actors.<br /><br />The writing which was also done by Milos Forman was just as bad or maybe even worse than the directing. There really was nothing memorable of the movie except for one seen where Bardem does get the same treatment that Portman's character has gotten. Other then that the movie did not give you the feeling of the time period and at least it could have made up for it with a quote or two.<br /><br />After finishing this movie I was just looking at the T.V. thinking OK why should I care about any of this. I do care and are very much interested in history but when movies like this come up it feels like the producers robbed you of something good that could have been taken away from the movie. When movies are this bad we highlight a lot of the technical faults in a movie than if it was good. Like the accents. I'm not sure people would have emphasized the lack of Spanish accents if this movie was good.<br /><br />Thw whole point of this review is to say just don't watch it.",negative
"Simply put, Oliver! is one of the greatest musicals of all time. It is filled with memorable songs - ""Food Glorious Food"", ""Oliver!"", ""Consider Yourself"" and ""Oom-Pah-Pah"" to name just a few - and equally memorable characters.<br /><br />The film is a musical adaptation of Charles Dickens' classic novel and much like the story of Oliver Twist itself, it is a perfect family film. There are some frightening moments - the villain Bill Sykes played by Oliver Reed is scary enough on his own - but overall, the film will appeal to children of all ages as well as adults.<br /><br />The story - which almost everyone is surely familiar with by now - revolves around a little orphan boy named Oliver and his life growing up in London. At first he lives in the workhouse with the rest of his fellow orphans but after daring to question Mr. Bumble, the overseer, he is sold to a family as a servant.<br /><br />After a series of mishaps and close shaves, he meets the Artful Dodger - superbly played by a young Jack Wild, who gives his all in the role - and through him, the greedy Fagin (Ron Moody), who trains young boys to pick pocket treasures which he keeps for himself.<br /><br />The film was shot solely in studios and on soundstages at Shepperton Film Studios but this does not translate at all to film. The sets perfectly replicate Victorian London, as do the costumes worn by the characters. A multi-Oscar winner and a massive success on its release, Oliver! is a worthy contender for the best musical all of time and will delight anyone who loves film.",positive
"Well, I should say, ""the only film related to club/dj/electronic music and raves...that ravers respect"".<br /><br />Seriously now. It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver. Albeit, its in a club, its in Wales and its somewhat dated. The film leaves out some of the sketchier elements of club life, but doesn't disassociate from them altogether. It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.<br /><br />At the core of the film, and the best element of Justin Kerrigan's script, is the characters, eccentric, unique yet completely understandable and accessible. This film simple would not work and be infinitely less entertaining were it not for Jip, Koop, Nina, Moff and Lulu. Viewers can deny the political and social implications of the subtext of Human Traffic as a drug film, Trainspotting wannabe, important peg in British youth culture circa 90's, BUT....they can't deny that these are engaging characters.<br /><br />It's frantic, its brutally honest, it's sobering, it's over the top, but its a great comedy. <br /><br />Raves are a complex thing, so are the drugs that are taken at these events, so are the people you will encounter. But from someone who has gone to parties, become jaded and still goes...Human Traffic is the best snapshot that could be taken of the subculture. Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.",positive
"Was lucky enough to be an extra in this great film and loved every minute of the filming. Went to the premier in London and had a great chat to Phil, Peter, Martin, and Jon as did my wife.Fantastic after party too. Then a few weeks later had trip to the cinema with members of our bike club. What a brilliant film, it deserves to be up there with all the great biker films. Now we have the DVD Sue my wife can't get enough of it neither can the kids. Get a bit of stick from the club who seem to think I'm a film star now oh well one can only dream. I think they are just jealous. The only downside of the first part of the filming was the weather, rain, rain and more rain but hey we was in Wales. Hopefully there will be a follow up so keep me posted Jon. Danny Beck",positive
"""Return of the Jedi"" is often remembered for what it did wrong rather than what it did right, and that is a shame, because the last chronological installment in the Star Wars saga is a shining example of epic storytelling. It manages to wrap up all story lines of the previous movies in one grand finale, and does so very convincingly.<br /><br />Yes, there are Ewoks - cute and cuddly bears that arguably served to broaden the Star Wars demographic - and in the middle the movie tends to slow down a bit. But the final hour is arguably the best piece of the entire saga, where Luke finally comes face to face with Darth Vader, the most recognizable villain in movie history.<br /><br />Return of the Jedi did so many things right that people tend to overlook: it presented an incredible conclusion to the Darth Vader storyline (which went from slightly implausible in the ""Empire Strikes Back"" to very convincing here), an exciting opening at Jabba's Palace, a masterful performance of Ian McDiarmid as the Emperor, Luke finally coming into his own, the resolution of Solo and Leia's romance, and the extremely powerful final moments on the Endor moon.<br /><br />Yes, there are slight annoyances. But they are the annoyances of a generation of moviegoers who've had time to nitpick every single scene. It's still a magical and moving piece of cinema that also serves as a great final chapter. It's not a 'good' movie - it's fantastic!",positive
"Carter Wong plays a noble hero on a quest for a book of healing which leads him seeking ultimate vengeance! The pacing is good in this film and there are a lot of fight scenes to keep the movie going. The flying guillotines look wicked and the main villain has no problems using them. Although the story isn't strong, the action is fun and draws you to the very end (which I felt could've had a sequel).<br /><br />Campy and dark, this is great ol skool kung fu!!",positive
"Note: This should probably be read only after watching the film.<br /><br />It is very rare to find a documentary or movie that focuses on the loser. Deep Water does just this, making it one of the most thought provoking films in a very long time. It does not provide us with a hero to look up to, but rather an anti-hero who forces us to look into ourselves.<br /><br />The film is about a group of men who attempt to sail around the globe, singlehandedly, and without stopping. Only one makes it, several die, one decides not to return home, each of them on a psychological journey intriguing enough to merit entire films for themselves. Yet the most interesting is Donald Crowhurst, or rather the way that he is portrayed by the filmmakers and our reactions to him as viewers.<br /><br />By any standards this man should be considered a despicable character, yet why is he depicted so heroically? Why are we so sympathetic to him? From the beginning he made all of the wrong choices. He risked his family financially to get the boat, he left at a more dangerous time to get more publicity, he ignored all of the warnings despite his lack of experience, he chose to lie instead of admitting defeat, these choices snowball until the inevitable and final one: suicide. All for what? A place in history? A feeling of accomplishment? Perhaps. What is important to consider is whether this mans situation was inevitable.<br /><br />Each individual must ask himself if his natural human drive for fame and accomplishment would bring him to such recklessness, and I believe that examining your own reaction to Crowhurst's story will offer at least some answer to that question.",positive
"It was such a treat when this show was on because it was such a fresh, innovative, and original show. This makes every show I've ever watched look plain boring. The moment the first episode aired I was entranced and I became attached to all the characters so easy (which usually never happens because I always hate a few characters). It is a pity this show won't have a third season, because it has to be one of the best shows I have ever seen and that isn't exaggerating my feelings for the show at all. Nothing can ever replace Pushing Daisies, because what could ABC possibly find to replace this show? This is easily the best show on television. <br /><br />I came for Kristin Chenoweth and I stayed because I fell in love with the entire show.",positive
